timestamp,price,volume_5000_bids,volume_5000_asks,weighted_avg_bid_price,weighted_avg_ask_price
2024-07-23 14:33:39.289488,67029.01,212.52253000000002,169.77533,66848.19456485247,67165.07062676776
2024-07-23 14:33:50.009085,66987.79,152.78328,209.15026000000003,66772.98175987255,67131.33297797239
2024-07-23 14:33:59.590078,66995.99,179.5251,194.96639,66803.82086079384,67141.29317787646
2024-07-23 14:34:09.540737,"67006.0",179.30086,224.95135999999997,66807.17640993523,67185.08709299825
2024-07-23 14:34:19.585196,"67000.0",177.49621,223.64848,66805.49075407132,67185.22215629276
2024-07-23 14:34:29.631053,"67018.0",181.17591,221.95215,66815.65206460783,67192.18595722456
2024-07-23 14:34:39.723073,66993.99,177.55355,229.50523,66804.26800157585,67180.63143493026
2024-07-23 14:34:49.699718,66987.57,159.53668,245.65562,66782.18633716836,67167.643423872
2024-07-23 14:34:59.642701,"66998.0",184.52727999999996,227.84457,66810.3540737852,67181.16705497216
2024-07-23 14:35:09.660047,66992.01,170.38329999999996,233.64054000000002,66817.46249228418,67172.74982539973
2024-07-23 14:35:19.6924,"66988.0",165.99778,249.40927,66808.82796393723,67160.8117699679
2024-07-23 14:35:29.776023,"66988.0",163.72868,252.7508,66806.980526846,67159.63956098772
2024-07-23 14:35:40.111655,"66992.0",182.40282,232.97362999999999,66825.35352369443,67173.32015285766
2024-07-23 14:35:49.768477,"67002.0",168.5999,241.13985999999997,66819.96442329859,67171.44266698588
2024-07-23 14:35:59.744434,67028.01,210.69070000000005,205.99543,66862.65280730378,67200.24918099349
2024-07-23 14:36:09.770429,67113.99,201.21355000000003,207.06790999999998,66920.01213654994,67302.45905512254
2024-07-23 14:36:19.869547,67141.01,151.10622,211.8781,66898.71725087821,67337.20820595474
2024-07-23 14:36:30.252052,67153.99,188.57546,227.49683,66962.81997726958,67322.290499854
2024-07-23 14:36:39.855549,67135.22,189.23953999999998,246.19756999999998,66937.97506625995,67304.09603368303
2024-07-23 14:36:50.107261,67156.85,184.45908000000003,244.17577,66970.08017117617,67317.66452944286
2024-07-23 14:36:59.958226,67176.01,175.09802000000002,254.17692,66972.13198767809,67341.56588302548
2024-07-23 14:37:09.890316,67177.36,189.10233,232.9273,66989.6780764695,67348.07284002863
2024-07-23 14:37:19.896944,"67180.0",187.83402999999998,230.87816,66991.22109149711,67350.11579212472
2024-07-23 14:37:30.071311,67225.14,192.87306999999998,221.22213,67028.24804371498,67379.12719023725
2024-07-23 14:37:39.999569,67303.79,170.15511,217.07164,67083.94769173255,67468.10667936585
2024-07-23 14:37:49.959161,"67302.0",174.12498,194.45950999999997,67086.67470459093,67460.65378517513
2024-07-23 14:38:00.028999,"67318.0",168.32016,211.45604,67090.03582741722,67466.03060617705
2024-07-23 14:38:10.097599,"67248.0",158.45517,222.85105,67038.89012634361,67426.72374038759
2024-07-23 14:38:20.020589,"67256.0",161.12861,225.2473,67040.28482468569,67421.31672069854
2024-07-23 14:38:30.029495,"67250.0",163.07138,229.85902000000002,67040.12454702657,67415.39230091427
2024-07-23 14:38:40.529644,67256.25,166.45983,216.57232,67046.97206041482,67424.76435649948
2024-07-23 14:38:50.026084,67220.03,152.33517,229.8433,67013.9711854065,67405.66584122053
2024-07-23 14:39:00.141989,67198.61,158.34215,234.74338999999998,67006.49546451529,67393.93192581569
2024-07-23 14:39:10.178767,"67176.0",142.53985,248.20585,66989.70026664472,67365.34748836017
2024-07-23 14:39:20.121682,67198.01,173.93621000000002,226.809,67013.20506554385,67388.10290238174
2024-07-23 14:39:30.128668,"67238.0",192.94588,207.71136,67046.43918817441,67416.37057370959
2024-07-23 14:39:40.195407,"67266.0",194.60992,199.78973,67077.60128031501,67437.68009400734
2024-07-23 14:39:50.399666,67302.2,192.99804999999998,199.86087000000003,67096.7251359229,67455.0754564968
2024-07-23 14:40:00.296618,"67320.0",178.40571999999997,198.60142000000002,67098.32068139857,67466.15245764909
2024-07-23 14:40:10.277186,67306.01,173.91818,220.11277,67098.9349628446,67450.47337681497
2024-07-23 14:40:20.272208,67316.11,177.48946999999998,221.57743,67113.46674591964,67453.73067398922
2024-07-23 14:40:30.242197,67279.09,157.04137,237.37297,67073.44962009501,67431.88409378288
2024-07-23 14:40:40.290866,67243.99,159.332,236.32782,67050.96268343522,67416.19557414272
2024-07-23 14:40:50.281881,"67272.0",194.22394,212.5356,67094.51045322992,67439.01354109288
2024-07-23 14:41:00.355773,67255.99,175.29027000000002,226.39125,67070.73286082849,67428.39905663225
2024-07-23 14:41:10.38296,67268.01,184.86815,219.57206,67085.38579294486,67438.89310185869
2024-07-23 14:41:20.375889,67305.64,179.75808,216.24908,67098.46194270378,67448.35952602851
2024-07-23 14:41:30.367375,67266.8,170.52097,228.49885,67073.86231694142,67431.16592281143
2024-07-23 14:41:40.405543,"67264.0",166.04200999999998,226.73001,67067.72006411148,67430.49346026315
2024-07-23 14:41:50.441232,67253.98,158.36649,232.05151999999998,67061.9066532996,67421.58816953105
2024-07-23 14:42:00.520194,67248.7,158.64269000000002,236.12206,67062.02126719673,67415.89955868249
2024-07-23 14:42:10.536181,67190.69,148.65938,243.11784999999998,67015.35522120165,67378.39742512777
2024-07-23 14:42:20.465292,67193.44,153.12758000000002,240.57013999999998,67019.08373999118,67380.6120254729
2024-07-23 14:42:30.557249,"67212.0",162.82017000000002,232.63268,67031.87059823178,67390.5485020256
2024-07-23 14:42:40.509236,67201.99,170.92892,234.37810000000002,67033.2163417712,67386.18565867459
2024-07-23 14:42:50.651685,67225.99,176.73844,227.72365000000002,67044.94279647087,67400.36086581345
2024-07-23 14:43:00.647195,67212.01,160.06892,246.97120999999999,67026.59928077544,67386.70845765465
2024-07-23 14:43:10.58977,67201.99,160.7489,245.44879999999998,67027.35500186191,67380.69485264503
2024-07-23 14:43:20.603603,67194.4,157.53679,250.65004000000002,67020.48328224348,67377.70510689526
2024-07-23 14:43:30.690808,"67180.0",159.68807,243.68522000000002,67017.46565194131,67375.40058729741
2024-07-23 14:43:40.620568,67241.53,186.56113000000002,205.20941,67060.16371988367,67429.83189602806
2024-07-23 14:43:50.617221,67254.01,172.19056,227.11737,67064.68205998575,67420.2348451424
2024-07-23 14:44:00.736564,67251.99,188.86682000000002,214.87010999999998,67077.03046416253,67427.47419498411
2024-07-23 14:44:10.696748,67262.11,179.82148999999998,219.50307999999998,67083.21514050796,67425.60114212976
2024-07-23 14:44:20.662357,67298.05,193.02742,194.26422000000002,67109.75835864252,67458.9787796641
2024-07-23 14:44:30.694286,67311.1,194.60268000000002,201.24450000000002,67121.07828015267,67461.26823077748
2024-07-23 14:44:40.68988,"67312.0",195.64436,197.94237,67125.40035390083,67462.75009829477
2024-07-23 14:44:50.714926,"67308.0",184.26037000000002,203.49353000000002,67111.53578735406,67461.70856137881
2024-07-23 14:45:00.776979,67323.98,191.16403,198.28301,67125.8092928654,67470.72416738581
2024-07-23 14:45:10.782854,"67300.0",170.58803,228.72691999999998,67100.95023160007,67445.81990752861
2024-07-23 14:45:20.778735,"67288.0",160.31684,232.33805,67082.59551672425,67439.80475576902
2024-07-23 14:45:30.791916,"67246.0",147.77751,247.26867,67041.48992906229,67409.7203423693
2024-07-23 14:45:40.777666,67236.44,157.35627999999997,245.24002000000002,67046.69086372021,67402.55483135379
2024-07-23 14:45:50.802558,67209.99,177.94590999999997,216.07773000000003,67033.66109124791,67410.43815931979
2024-07-23 14:46:00.852948,67234.22,205.47308,206.85151,67068.42396090573,67423.56735039159
2024-07-23 14:46:10.858434,"67276.0",189.9939,206.70358000000002,67083.23238245175,67436.63287324678
2024-07-23 14:46:20.855667,67207.99,164.31950999999998,200.93587,67005.30033580858,67408.12644674692
2024-07-23 14:46:30.855412,67217.5,153.86754000000002,210.84088000000003,67018.48271718972,67399.98309449381
2024-07-23 14:46:41.794541,"67194.0",139.69516,221.23595,66968.84660450656,67378.82341546843
2024-07-23 14:46:50.875509,"67182.0",136.4427,218.80284,66959.10800913862,67375.24141573254
2024-07-23 14:47:01.21621,67189.99,156.39527,205.27319,66983.74776347137,67386.69635545295
2024-07-23 14:47:10.919092,67216.01,156.49116,218.0032,66996.67912312427,67406.38477916471
2024-07-23 14:47:20.928155,67184.01,146.24767,229.88881,66974.42806991523,67388.62121204508
2024-07-23 14:47:31.667833,"67180.0",156.68382999999997,256.15091,67009.89668530888,67358.4093653784
2024-07-23 14:47:41.623557,67158.3,160.58355999999998,240.19355000000002,66991.48251098867,67364.0349828099
2024-07-23 14:47:51.294765,"67160.0",164.5645,230.14918999999998,66995.91595772478,67371.85807990027
2024-07-23 14:48:01.558991,"67160.0",159.46256,239.89365,66988.99039654512,67361.61821471639
2024-07-23 14:48:11.070239,67129.99,156.54194999999999,249.71752,66968.09363460017,67334.28074012107
2024-07-23 14:48:21.014731,"67120.0",147.90482,247.89632,66954.35377210357,67330.41509454678
2024-07-23 14:48:31.060299,67155.98,179.97486,220.96574,66988.3475841398,67364.53847988063
2024-07-23 14:48:41.102232,67169.99,180.24273,223.06604000000002,66994.86915318748,67369.40840954364
2024-07-23 14:48:51.089153,67169.98,185.13738,215.28429000000003,67001.85550795631,67376.93038348036
2024-07-23 14:49:01.412955,"67180.0",185.81760000000003,222.88778,67003.04533283069,67374.74728019365
2024-07-23 14:49:11.192357,67170.01,190.56457,235.01445,67012.12477072836,67356.51994902227
2024-07-23 14:49:21.132938,67212.01,189.77029000000002,225.47338000000002,67031.26945099676,67390.1123919848
2024-07-23 14:49:31.154461,67242.01,184.67043,228.65352,67047.99948138637,67403.09138611643
2024-07-23 14:49:41.162983,"67218.0",178.60163,234.65026,67038.57331737397,67395.08300637809
2024-07-23 14:49:52.306758,"67238.0",181.32506,232.03409,67043.74209919467,67399.97196416225
2024-07-23 14:50:01.260597,67209.98,166.95709,256.86731,67026.04245328126,67375.74595669727
2024-07-23 14:50:11.267409,67228.81,190.57792,234.27576,67055.58780617609,67393.79883842614
2024-07-23 14:50:21.213071,67226.78,182.50312000000002,234.32665,67047.79530360959,67393.0604575681
2024-07-23 14:50:31.257486,67224.66,190.257,219.63813,67053.6966580951,67402.28463072782
2024-07-23 14:50:41.296116,"67214.0",172.45823000000001,249.27313,67033.74802516005,67381.92477222875
2024-07-23 14:50:51.292019,"67178.0",164.47829,253.09054999999998,67010.35869000827,67365.75485713828
2024-07-23 14:51:01.37206,67164.01,157.91657,265.44742,66992.77173833373,67348.86982668168
2024-07-23 14:51:11.287185,67185.98,167.70349000000002,251.52005999999997,67004.66977198089,67358.37939483474
2024-07-23 14:51:21.338716,67185.99,188.7179,239.39387,67024.0630440255,67367.97611658435
2024-07-23 14:51:31.299753,67184.01,193.45827,233.04172,67028.3537509283,67372.48587157269
2024-07-23 14:51:41.315598,67182.01,186.83742999999998,237.31511999999998,67023.57226972617,67368.03990954433
2024-07-23 14:51:51.37513,67205.99,192.6794,232.14508,67035.2394396796,67379.71736197037
2024-07-23 14:52:01.476441,67236.01,198.35691000000003,222.55626999999998,67049.84573624583,67396.9972346634
2024-07-23 14:52:11.3788,67232.66,190.5917,228.47317999999999,67047.97847192768,67396.35166895039
2024-07-23 14:52:21.401317,67235.99,195.76509000000001,224.55968000000001,67051.87681278157,67399.81881505396
2024-07-23 14:52:31.414424,67258.01,199.78437000000002,214.81466,67073.52836438555,67415.32019044463
2024-07-23 14:52:41.434388,67258.01,199.57283,222.32887,67073.20989378965,67413.71320199443
2024-07-23 14:52:51.476151,67265.14,198.14677,213.61450000000002,67081.86411596414,67419.03725368783
2024-07-23 14:53:01.556211,67264.01,202.52124000000003,211.06649000000002,67085.8415118903,67420.98302937714
2024-07-23 14:53:11.539899,67244.64,179.59699999999998,243.83355000000003,67054.42955727712,67395.56699978816
2024-07-23 14:53:21.495929,"67232.0",188.83128,238.28855,67054.5553200079,67394.85444484428
2024-07-23 14:53:31.533574,67252.01,206.14713999999998,214.08276999999998,67081.12189280822,67416.11367385287
2024-07-23 14:53:41.523606,67268.17,214.6497,208.5301,67093.05764877146,67424.37005997551
2024-07-23 14:53:51.552657,67274.41,202.50257,219.19147000000004,67087.41980622716,67420.44741762897
2024-07-23 14:54:01.59456,67232.01,188.79099000000002,235.26139,67061.18078535845,67401.53436640029
2024-07-23 14:54:11.614865,67226.85,175.13921,255.728,67045.59418577199,67385.83607288056
2024-07-23 14:54:21.596526,"67210.0",159.71785,256.33439000000004,67023.73372918744,67378.03056944678
2024-07-23 14:54:31.57959,"67210.0",164.34883000000002,259.33494,67025.60374409784,67374.9621136581
2024-07-23 14:54:41.632388,67182.07,181.97188999999997,249.09845,67021.04313089457,67369.08115359288
2024-07-23 14:54:51.653302,67182.06,187.30528999999999,253.26035,67024.28886074014,67365.95674918359
2024-07-23 14:55:02.216275,67182.07,188.05189,255.04234,67024.275940245,67362.72791925137
2024-07-23 14:55:11.740162,67180.01,174.18245,261.72192,67012.14723405833,67355.07660510398
2024-07-23 14:55:21.732917,67187.99,199.98448,237.06383999999997,67033.46889108045,67371.08859498565
2024-07-23 14:55:31.73082,67196.01,196.69334999999998,229.32361,67035.96385349684,67379.78110598904
